30 90; 0 0; -30 30
<0: 28 -28; 57 57; 28 -28
28 193; 57 57; 28 -28
<0: 29 -28; 57 58; 29 -28
29 201; 57 58; 29 -28
<0: 30 -28; 57 59; 30 -28
30 209; 57 59; 30 -28
<0: 30 -91; 58 0; -30 -29
30 146; 58 0; -30 -29
<0: 29 -87; 58 1; -29 -29
29 142; 58 1; -29 -29
<0: 29 -86; 58 2; -28 -29
29 143; 58 2; -28 -29
<0: 29 -85; 58 3; -27 -29
29 144; 58 3; -27 -29
<0: 29 -84; 58 4; -26 -29
29 145; 58 4; -26 -29
<0: 29 -83; 58 5; -25 -29
29 146; 58 5; -25 -29
<0: 29 -82; 58 6; -24 -29
29 147; 58 6; -24 -29
<0: 29 -81; 58 7; -23 -29
29 148; 58 7; -23 -29
<0: 29 -80; 58 8; -22 -29
29 149; 58 8; -22 -29
<0: 29 -79; 58 9; -21 -29
29 150; 58 9; -21 -29
<0: 29 -78; 58 10; -20 -29
29 151; 58 10; -20 -29
<0: 29 -77; 58 11; -19 -29
29 152; 58 11; -19 -29
<0: 29 -76; 58 12; -18 -29
29 153; 58 12; -18 -29
<0: 29 -75; 58 13; -17 -29
29 154; 58 13; -17 -29
<0: 29 -74; 58 14; -16 -29
29 155; 58 14; -16 -29
<0: 29 -73; 58 15; -15 -29
29 156; 58 15; -15 -29
<0: 29 -72; 58 16; -14 -29
29 157; 58 16; -14 -29
<0: 29 -71; 58 17; -13 -29
29 158; 58 17; -13 -29
<0: 29 -70; 58 18; -12 -29
29 159; 58 18; -12 -29
<0: 29 -69; 58 19; -11 -29
29 160; 58 19; -11 -29
<0: 29 -68; 58 20; -10 -29
29 161; 58 20; -10 -29
<0: 29 -67; 58 21; -9 -29
29 162; 58 21; -9 -29
<0: 29 -66; 58 22; -8 -29
29 163; 58 22; -8 -29
<0: 29 -65; 58 23; -7 -29
29 164; 58 23; -7 -29
<0: 29 -64; 58 24; -6 -29
29 165; 58 24; -6 -29
<0: 29 -63; 58 25; -5 -29
29 166; 58 25; -5 -29
<0: 29 -62; 58 26; -4 -29
29 167; 58 26; -4 -29
<0: 29 -61; 58 27; -3 -29
29 168; 58 27; -3 -29
<0: 29 -60; 58 28; -2 -29
29 169; 58 28; -2 -29
<0: 29 -59; 58 29; -1 -29
29 170; 58 29; -1 -29
<0: 29 -57; 58 30; 1 -29
29 172; 58 30; 1 -29
<0: 29 -56; 58 31; 2 -29
29 173; 58 31; 2 -29
<0: 29 -55; 58 32; 3 -29
29 174; 58 32; 3 -29
<0: 29 -54; 58 33; 4 -29
29 175; 58 33; 4 -29
<0: 29 -53; 58 34; 5 -29
29 176; 58 34; 5 -29
<0: 29 -52; 58 35; 6 -29
29 177; 58 35; 6 -29
<0: 29 -51; 58 36; 7 -29
29 178; 58 36; 7 -29
<0: 29 -50; 58 37; 8 -29
29 179; 58 37; 8 -29
<0: 29 -49; 58 38; 9 -29
29 180; 58 38; 9 -29
<0: 29 -48; 58 39; 10 -29
29 181; 58 39; 10 -29
<0: 29 -47; 58 40; 11 -29
29 182; 58 40; 11 -29
<0: 29 -46; 58 41; 12 -29
29 183; 58 41; 12 -29
<0: 29 -45; 58 42; 13 -29
29 184; 58 42; 13 -29
<0: 29 -44; 58 43; 14 -29
29 185; 58 43; 14 -29
<0: 29 -43; 58 44; 15 -29
29 186; 58 44; 15 -29
<0: 29 -42; 58 45; 16 -29
29 187; 58 45; 16 -29
<0: 29 -41; 58 46; 17 -29
29 188; 58 46; 17 -29
<0: 29 -40; 58 47; 18 -29
29 189; 58 47; 18 -29
<0: 29 -39; 58 48; 19 -29
29 190; 58 48; 19 -29
<0: 29 -38; 58 49; 20 -29
29 191; 58 49; 20 -29
<0: 29 -37; 58 50; 21 -29
29 192; 58 50; 21 -29
<0: 29 -36; 58 51; 22 -29
29 193; 58 51; 22 -29
<0: 29 -35; 58 52; 23 -29
29 194; 58 52; 23 -29
<0: 29 -34; 58 53; 24 -29
29 195; 58 53; 24 -29
<0: 29 -33; 58 54; 25 -29
29 196; 58 54; 25 -29
<0: 29 -32; 58 55; 26 -29
29 197; 58 55; 26 -29
<0: 29 -31; 58 56; 27 -29
29 198; 58 56; 27 -29
<0: 29 -30; 58 57; 28 -29
29 199; 58 57; 28 -29
<0: 29 -29; 58 58; 29 -29
29 200; 58 58; 29 -29
<0: 30 -29; 58 59; 30 -29
30 208; 58 59; 30 -29
<0: 30 -90; 59 0; -30 -30
30 147; 59 0; -30 -30
<0: 30 -89; 59 1; -29 -30
30 148; 59 1; -29 -30
<0: 30 -88; 59 2; -28 -30
30 149; 59 2; -28 -30
<0: 30 -87; 59 3; -27 -30
30 150; 59 3; -27 -30
<0: 30 -86; 59 4; -26 -30
30 151; 59 4; -26 -30
<0: 30 -85; 59 5; -25 -30
30 152; 59 5; -25 -30
<0: 30 -84; 59 6; -24 -30
30 153; 59 6; -24 -30
<0: 30 -83; 59 7; -23 -30
30 154; 59 7; -23 -30
<0: 30 -82; 59 8; -22 -30
30 155; 59 8; -22 -30
<0: 30 -81; 59 9; -21 -30
30 156; 59 9; -21 -30
<0: 30 -80; 59 10; -20 -30
30 157; 59 10; -20 -30
<0: 30 -79; 59 11; -19 -30
30 158; 59 11; -19 -30
<0: 30 -78; 59 12; -18 -30
30 159; 59 12; -18 -30
<0: 30 -77; 59 13; -17 -30
30 160; 59 13; -17 -30
<0: 30 -76; 59 14; -16 -30
30 161; 59 14; -16 -30
<0: 30 -75; 59 15; -15 -30
30 162; 59 15; -15 -30
<0: 30 -74; 59 16; -14 -30
30 163; 59 16; -14 -30
<0: 30 -73; 59 17; -13 -30
30 164; 59 17; -13 -30
<0: 30 -72; 59 18; -12 -30
30 165; 59 18; -12 -30
<0: 30 -71; 59 19; -11 -30
30 166; 59 19; -11 -30
<0: 30 -70; 59 20; -10 -30
30 167; 59 20; -10 -30
<0: 30 -69; 59 21; -9 -30
30 168; 59 21; -9 -30
<0: 30 -68; 59 22; -8 -30
30 169; 59 22; -8 -30
<0: 30 -67; 59 23; -7 -30
30 170; 59 23; -7 -30
<0: 30 -66; 59 24; -6 -30
30 171; 59 24; -6 -30
<0: 30 -65; 59 25; -5 -30
30 172; 59 25; -5 -30
<0: 30 -64; 59 26; -4 -30
30 173; 59 26; -4 -30
<0: 30 -63; 59 27; -3 -30
30 174; 59 27; -3 -30
<0: 30 -62; 59 28; -2 -30
30 175; 59 28; -2 -30
<0: 30 -61; 59 29; -1 -30
30 176; 59 29; -1 -30
<0: 30 -59; 59 30; 1 -30
30 178; 59 30; 1 -30
<0: 30 -58; 59 31; 2 -30
30 179; 59 31; 2 -30
<0: 30 -57; 59 32; 3 -30
30 180; 59 32; 3 -30
<0: 30 -56; 59 33; 4 -30
30 181; 59 33; 4 -30
<0: 30 -55; 59 34; 5 -30
30 182; 59 34; 5 -30
<0: 30 -54; 59 35; 6 -30
30 183; 59 35; 6 -30
<0: 30 -53; 59 36; 7 -30
30 184; 59 36; 7 -30
<0: 30 -52; 59 37; 8 -30
30 185; 59 37; 8 -30
<0: 30 -51; 59 38; 9 -30
30 186; 59 38; 9 -30
<0: 30 -50; 59 39; 10 -30
30 187; 59 39; 10 -30
<0: 30 -49; 59 40; 11 -30
30 188; 59 40; 11 -30
<0: 30 -48; 59 41; 12 -30
30 189; 59 41; 12 -30
<0: 30 -47; 59 42; 13 -30
30 190; 59 42; 13 -30
<0: 30 -46; 59 43; 14 -30
30 191; 59 43; 14 -30
<0: 30 -45; 59 44; 15 -30
30 192; 59 44; 15 -30
<0: 30 -44; 59 45; 16 -30
30 193; 59 45; 16 -30
<0: 30 -43; 59 46; 17 -30
30 194; 59 46; 17 -30
<0: 30 -42; 59 47; 18 -30
30 195; 59 47; 18 -30
<0: 30 -41; 59 48; 19 -30
30 196; 59 48; 19 -30
<0: 30 -40; 59 49; 20 -30
30 197; 59 49; 20 -30
<0: 30 -39; 59 50; 21 -30
30 198; 59 50; 21 -30
<0: 30 -38; 59 51; 22 -30
30 199; 59 51; 22 -30
<0: 30 -37; 59 52; 23 -30
30 200; 59 52; 23 -30
<0: 30 -36; 59 53; 24 -30
30 201; 59 53; 24 -30
<0: 30 -35; 59 54; 25 -30
30 202; 59 54; 25 -30
<0: 30 -34; 59 55; 26 -30
30 203; 59 55; 26 -30
<0: 30 -33; 59 56; 27 -30
30 204; 59 56; 27 -30
<0: 30 -32; 59 57; 28 -30
30 205; 59 57; 28 -30
<0: 30 -31; 59 58; 29 -30
30 206; 59 58; 29 -30
<0: 30 -30; 59 59; 30 -30
30 207; 59 59; 30 -30
